,img,keypoints,mask,subsetid
13,data_samples/samples_synthetic/images/img_0008199.png,data_samples/samples_synthetic/points/pts_0008199.csv,data_samples/samples_synthetic/masks/msk_0008199.png,0
14,data_samples/samples_synthetic/images/img_0005013.png,data_samples/samples_synthetic/points/pts_0005013.csv,data_samples/samples_synthetic/masks/msk_0005013.png,0
15,data_samples/samples_synthetic/images/img_0003808.png,data_samples/samples_synthetic/points/pts_0003808.csv,data_samples/samples_synthetic/masks/msk_0003808.png,0
16,data_samples/samples_synthetic/images/img_0021880.png,data_samples/samples_synthetic/points/pts_0021880.csv,data_samples/samples_synthetic/masks/msk_0021880.png,0
17,data_samples/samples_synthetic/images/img_0017285.png,data_samples/samples_synthetic/points/pts_0017285.csv,data_samples/samples_synthetic/masks/msk_0017285.png,0
18,data_samples/samples_synthetic/images/img_0006832.png,data_samples/samples_synthetic/points/pts_0006832.csv,data_samples/samples_synthetic/masks/msk_0006832.png,0
19,data_samples/samples_synthetic/images/img_0022373.png,data_samples/samples_synthetic/points/pts_0022373.csv,data_samples/samples_synthetic/masks/msk_0022373.png,0
20,data_samples/samples_synthetic/images/img_0013241.png,data_samples/samples_synthetic/points/pts_0013241.csv,data_samples/samples_synthetic/masks/msk_0013241.png,0
21,data_samples/samples_synthetic/images/img_0000650.png,data_samples/samples_synthetic/points/pts_0000650.csv,data_samples/samples_synthetic/masks/msk_0000650.png,0
22,data_samples/samples_synthetic/images/img_0003162.png,data_samples/samples_synthetic/points/pts_0003162.csv,data_samples/samples_synthetic/masks/msk_0003162.png,0
23,data_samples/samples_synthetic/images/img_0014206.png,data_samples/samples_synthetic/points/pts_0014206.csv,data_samples/samples_synthetic/masks/msk_0014206.png,0
24,data_samples/samples_synthetic/images/img_0013483.png,data_samples/samples_synthetic/points/pts_0013483.csv,data_samples/samples_synthetic/masks/msk_0013483.png,0
25,data_samples/samples_synthetic/images/img_0022905.png,data_samples/samples_synthetic/points/pts_0022905.csv,data_samples/samples_synthetic/masks/msk_0022905.png,0
26,data_samples/samples_synthetic/images/img_0001710.png,data_samples/samples_synthetic/points/pts_0001710.csv,data_samples/samples_synthetic/masks/msk_0001710.png,0
27,data_samples/samples_synthetic/images/img_0009534.png,data_samples/samples_synthetic/points/pts_0009534.csv,data_samples/samples_synthetic/masks/msk_0009534.png,0
28,data_samples/samples_synthetic/images/img_0008292.png,data_samples/samples_synthetic/points/pts_0008292.csv,data_samples/samples_synthetic/masks/msk_0008292.png,0
29,data_samples/samples_synthetic/images/img_0027020.png,data_samples/samples_synthetic/points/pts_0027020.csv,data_samples/samples_synthetic/masks/msk_0027020.png,0
30,data_samples/samples_synthetic/images/img_0010132.png,data_samples/samples_synthetic/points/pts_0010132.csv,data_samples/samples_synthetic/masks/msk_0010132.png,0
31,data_samples/samples_synthetic/images/img_0024068.png,data_samples/samples_synthetic/points/pts_0024068.csv,data_samples/samples_synthetic/masks/msk_0024068.png,0
32,data_samples/samples_synthetic/images/img_0025568.png,data_samples/samples_synthetic/points/pts_0025568.csv,data_samples/samples_synthetic/masks/msk_0025568.png,0
33,data_samples/samples_synthetic/images/img_0017772.png,data_samples/samples_synthetic/points/pts_0017772.csv,data_samples/samples_synthetic/masks/msk_0017772.png,0
34,data_samples/samples_synthetic/images/img_0004263.png,data_samples/samples_synthetic/points/pts_0004263.csv,data_samples/samples_synthetic/masks/msk_0004263.png,0
35,data_samples/samples_synthetic/images/img_0005775.png,data_samples/samples_synthetic/points/pts_0005775.csv,data_samples/samples_synthetic/masks/msk_0005775.png,0
36,data_samples/samples_synthetic/images/img_0000791.png,data_samples/samples_synthetic/points/pts_0000791.csv,data_samples/samples_synthetic/masks/msk_0000791.png,0
37,data_samples/samples_synthetic/images/img_0007197.png,data_samples/samples_synthetic/points/pts_0007197.csv,data_samples/samples_synthetic/masks/msk_0007197.png,0
38,data_samples/samples_synthetic/images/img_0025643.png,data_samples/samples_synthetic/points/pts_0025643.csv,data_samples/samples_synthetic/masks/msk_0025643.png,0
39,data_samples/samples_synthetic/images/img_0018789.png,data_samples/samples_synthetic/points/pts_0018789.csv,data_samples/samples_synthetic/masks/msk_0018789.png,0
40,data_samples/samples_synthetic/images/img_0020611.png,data_samples/samples_synthetic/points/pts_0020611.csv,data_samples/samples_synthetic/masks/msk_0020611.png,0
41,data_samples/samples_synthetic/images/img_0014502.png,data_samples/samples_synthetic/points/pts_0014502.csv,data_samples/samples_synthetic/masks/msk_0014502.png,0
42,data_samples/samples_synthetic/images/img_0008884.png,data_samples/samples_synthetic/points/pts_0008884.csv,data_samples/samples_synthetic/masks/msk_0008884.png,0
43,data_samples/samples_synthetic/images/img_0005010.png,data_samples/samples_synthetic/points/pts_0005010.csv,data_samples/samples_synthetic/masks/msk_0005010.png,0
44,data_samples/samples_synthetic/images/img_0002410.png,data_samples/samples_synthetic/points/pts_0002410.csv,data_samples/samples_synthetic/masks/msk_0002410.png,0
45,data_samples/samples_synthetic/images/img_0026103.png,data_samples/samples_synthetic/points/pts_0026103.csv,data_samples/samples_synthetic/masks/msk_0026103.png,0
46,data_samples/samples_synthetic/images/img_0014759.png,data_samples/samples_synthetic/points/pts_0014759.csv,data_samples/samples_synthetic/masks/msk_0014759.png,0
47,data_samples/samples_synthetic/images/img_0021374.png,data_samples/samples_synthetic/points/pts_0021374.csv,data_samples/samples_synthetic/masks/msk_0021374.png,0
48,data_samples/samples_synthetic/images/img_0023576.png,data_samples/samples_synthetic/points/pts_0023576.csv,data_samples/samples_synthetic/masks/msk_0023576.png,0
49,data_samples/samples_synthetic/images/img_0019182.png,data_samples/samples_synthetic/points/pts_0019182.csv,data_samples/samples_synthetic/masks/msk_0019182.png,0
50,data_samples/samples_synthetic/images/img_0004746.png,data_samples/samples_synthetic/points/pts_0004746.csv,data_samples/samples_synthetic/masks/msk_0004746.png,0
51,data_samples/samples_synthetic/images/img_0005191.png,data_samples/samples_synthetic/points/pts_0005191.csv,data_samples/samples_synthetic/masks/msk_0005191.png,0
52,data_samples/samples_synthetic/images/img_0003424.png,data_samples/samples_synthetic/points/pts_0003424.csv,data_samples/samples_synthetic/masks/msk_0003424.png,0
53,data_samples/samples_synthetic/images/img_0004748.png,data_samples/samples_synthetic/points/pts_0004748.csv,data_samples/samples_synthetic/masks/msk_0004748.png,0
54,data_samples/samples_synthetic/images/img_0011430.png,data_samples/samples_synthetic/points/pts_0011430.csv,data_samples/samples_synthetic/masks/msk_0011430.png,0
55,data_samples/samples_synthetic/images/img_0009103.png,data_samples/samples_synthetic/points/pts_0009103.csv,data_samples/samples_synthetic/masks/msk_0009103.png,0
56,data_samples/samples_synthetic/images/img_0026388.png,data_samples/samples_synthetic/points/pts_0026388.csv,data_samples/samples_synthetic/masks/msk_0026388.png,0
57,data_samples/samples_synthetic/images/img_0010799.png,data_samples/samples_synthetic/points/pts_0010799.csv,data_samples/samples_synthetic/masks/msk_0010799.png,0
58,data_samples/samples_synthetic/images/img_0014568.png,data_samples/samples_synthetic/points/pts_0014568.csv,data_samples/samples_synthetic/masks/msk_0014568.png,0
59,data_samples/samples_synthetic/images/img_0013318.png,data_samples/samples_synthetic/points/pts_0013318.csv,data_samples/samples_synthetic/masks/msk_0013318.png,0
60,data_samples/samples_synthetic/images/img_0007212.png,data_samples/samples_synthetic/points/pts_0007212.csv,data_samples/samples_synthetic/masks/msk_0007212.png,0
61,data_samples/samples_synthetic/images/img_0003836.png,data_samples/samples_synthetic/points/pts_0003836.csv,data_samples/samples_synthetic/masks/msk_0003836.png,0
62,data_samples/samples_synthetic/images/img_0027071.png,data_samples/samples_synthetic/points/pts_0027071.csv,data_samples/samples_synthetic/masks/msk_0027071.png,0
63,data_samples/samples_synthetic/images/img_0022039.png,data_samples/samples_synthetic/points/pts_0022039.csv,data_samples/samples_synthetic/masks/msk_0022039.png,0
64,data_samples/samples_synthetic/images/img_0022838.png,data_samples/samples_synthetic/points/pts_0022838.csv,data_samples/samples_synthetic/masks/msk_0022838.png,0
65,data_samples/samples_synthetic/images/img_0026192.png,data_samples/samples_synthetic/points/pts_0026192.csv,data_samples/samples_synthetic/masks/msk_0026192.png,0
66,data_samples/samples_synthetic/images/img_0020816.png,data_samples/samples_synthetic/points/pts_0020816.csv,data_samples/samples_synthetic/masks/msk_0020816.png,0
67,data_samples/samples_synthetic/images/img_0016497.png,data_samples/samples_synthetic/points/pts_0016497.csv,data_samples/samples_synthetic/masks/msk_0016497.png,0
68,data_samples/samples_synthetic/images/img_0016191.png,data_samples/samples_synthetic/points/pts_0016191.csv,data_samples/samples_synthetic/masks/msk_0016191.png,0
69,data_samples/samples_synthetic/images/img_0018004.png,data_samples/samples_synthetic/points/pts_0018004.csv,data_samples/samples_synthetic/masks/msk_0018004.png,0
70,data_samples/samples_synthetic/images/img_0019369.png,data_samples/samples_synthetic/points/pts_0019369.csv,data_samples/samples_synthetic/masks/msk_0019369.png,0
71,data_samples/samples_synthetic/images/img_0026907.png,data_samples/samples_synthetic/points/pts_0026907.csv,data_samples/samples_synthetic/masks/msk_0026907.png,0
72,data_samples/samples_synthetic/images/img_0025935.png,data_samples/samples_synthetic/points/pts_0025935.csv,data_samples/samples_synthetic/masks/msk_0025935.png,0
73,data_samples/samples_synthetic/images/img_0006445.png,data_samples/samples_synthetic/points/pts_0006445.csv,data_samples/samples_synthetic/masks/msk_0006445.png,0
74,data_samples/samples_synthetic/images/img_0013482.png,data_samples/samples_synthetic/points/pts_0013482.csv,data_samples/samples_synthetic/masks/msk_0013482.png,0
75,data_samples/samples_synthetic/images/img_0020797.png,data_samples/samples_synthetic/points/pts_0020797.csv,data_samples/samples_synthetic/masks/msk_0020797.png,0
76,data_samples/samples_synthetic/images/img_0003286.png,data_samples/samples_synthetic/points/pts_0003286.csv,data_samples/samples_synthetic/masks/msk_0003286.png,0
77,data_samples/samples_synthetic/images/img_0024375.png,data_samples/samples_synthetic/points/pts_0024375.csv,data_samples/samples_synthetic/masks/msk_0024375.png,0
78,data_samples/samples_synthetic/images/img_0015201.png,data_samples/samples_synthetic/points/pts_0015201.csv,data_samples/samples_synthetic/masks/msk_0015201.png,0
79,data_samples/samples_synthetic/images/img_0011723.png,data_samples/samples_synthetic/points/pts_0011723.csv,data_samples/samples_synthetic/masks/msk_0011723.png,0
80,data_samples/samples_synthetic/images/img_0017612.png,data_samples/samples_synthetic/points/pts_0017612.csv,data_samples/samples_synthetic/masks/msk_0017612.png,0
81,data_samples/samples_synthetic/images/img_0023322.png,data_samples/samples_synthetic/points/pts_0023322.csv,data_samples/samples_synthetic/masks/msk_0023322.png,0
82,data_samples/samples_synthetic/images/img_0026611.png,data_samples/samples_synthetic/points/pts_0026611.csv,data_samples/samples_synthetic/masks/msk_0026611.png,0
83,data_samples/samples_synthetic/images/img_0013187.png,data_samples/samples_synthetic/points/pts_0013187.csv,data_samples/samples_synthetic/masks/msk_0013187.png,0
84,data_samples/samples_synthetic/images/img_0007484.png,data_samples/samples_synthetic/points/pts_0007484.csv,data_samples/samples_synthetic/masks/msk_0007484.png,0
85,data_samples/samples_synthetic/images/img_0000932.png,data_samples/samples_synthetic/points/pts_0000932.csv,data_samples/samples_synthetic/masks/msk_0000932.png,0
86,data_samples/samples_synthetic/images/img_0004208.png,data_samples/samples_synthetic/points/pts_0004208.csv,data_samples/samples_synthetic/masks/msk_0004208.png,0
87,data_samples/samples_synthetic/images/img_0024393.png,data_samples/samples_synthetic/points/pts_0024393.csv,data_samples/samples_synthetic/masks/msk_0024393.png,0
88,data_samples/samples_synthetic/images/img_0009370.png,data_samples/samples_synthetic/points/pts_0009370.csv,data_samples/samples_synthetic/masks/msk_0009370.png,0
89,data_samples/samples_synthetic/images/img_0007600.png,data_samples/samples_synthetic/points/pts_0007600.csv,data_samples/samples_synthetic/masks/msk_0007600.png,0
90,data_samples/samples_synthetic/images/img_0010701.png,data_samples/samples_synthetic/points/pts_0010701.csv,data_samples/samples_synthetic/masks/msk_0010701.png,0
91,data_samples/samples_synthetic/images/img_0024637.png,data_samples/samples_synthetic/points/pts_0024637.csv,data_samples/samples_synthetic/masks/msk_0024637.png,0
92,data_samples/samples_synthetic/images/img_0005774.png,data_samples/samples_synthetic/points/pts_0005774.csv,data_samples/samples_synthetic/masks/msk_0005774.png,0
93,data_samples/samples_synthetic/images/img_0014418.png,data_samples/samples_synthetic/points/pts_0014418.csv,data_samples/samples_synthetic/masks/msk_0014418.png,0
94,data_samples/samples_synthetic/images/img_0011867.png,data_samples/samples_synthetic/points/pts_0011867.csv,data_samples/samples_synthetic/masks/msk_0011867.png,0
95,data_samples/samples_synthetic/images/img_0006587.png,data_samples/samples_synthetic/points/pts_0006587.csv,data_samples/samples_synthetic/masks/msk_0006587.png,0
96,data_samples/samples_synthetic/images/img_0003912.png,data_samples/samples_synthetic/points/pts_0003912.csv,data_samples/samples_synthetic/masks/msk_0003912.png,0
97,data_samples/samples_synthetic/images/img_0003792.png,data_samples/samples_synthetic/points/pts_0003792.csv,data_samples/samples_synthetic/masks/msk_0003792.png,0
98,data_samples/samples_synthetic/images/img_0014789.png,data_samples/samples_synthetic/points/pts_0014789.csv,data_samples/samples_synthetic/masks/msk_0014789.png,0
99,data_samples/samples_synthetic/images/img_0024450.png,data_samples/samples_synthetic/points/pts_0024450.csv,data_samples/samples_synthetic/masks/msk_0024450.png,0
100,data_samples/samples_synthetic/images/img_0002440.png,data_samples/samples_synthetic/points/pts_0002440.csv,data_samples/samples_synthetic/masks/msk_0002440.png,0
101,data_samples/samples_synthetic/images/img_0016084.png,data_samples/samples_synthetic/points/pts_0016084.csv,data_samples/samples_synthetic/masks/msk_0016084.png,0
102,data_samples/samples_synthetic/images/img_0008987.png,data_samples/samples_synthetic/points/pts_0008987.csv,data_samples/samples_synthetic/masks/msk_0008987.png,0
103,data_samples/samples_synthetic/images/img_0005937.png,data_samples/samples_synthetic/points/pts_0005937.csv,data_samples/samples_synthetic/masks/msk_0005937.png,0
104,data_samples/samples_synthetic/images/img_0023151.png,data_samples/samples_synthetic/points/pts_0023151.csv,data_samples/samples_synthetic/masks/msk_0023151.png,0
105,data_samples/samples_synthetic/images/img_0009759.png,data_samples/samples_synthetic/points/pts_0009759.csv,data_samples/samples_synthetic/masks/msk_0009759.png,0
106,data_samples/samples_synthetic/images/img_0013821.png,data_samples/samples_synthetic/points/pts_0013821.csv,data_samples/samples_synthetic/masks/msk_0013821.png,0
107,data_samples/samples_synthetic/images/img_0026197.png,data_samples/samples_synthetic/points/pts_0026197.csv,data_samples/samples_synthetic/masks/msk_0026197.png,0
108,data_samples/samples_synthetic/images/img_0011707.png,data_samples/samples_synthetic/points/pts_0011707.csv,data_samples/samples_synthetic/masks/msk_0011707.png,0
109,data_samples/samples_synthetic/images/img_0016205.png,data_samples/samples_synthetic/points/pts_0016205.csv,data_samples/samples_synthetic/masks/msk_0016205.png,0
110,data_samples/samples_synthetic/images/img_0010482.png,data_samples/samples_synthetic/points/pts_0010482.csv,data_samples/samples_synthetic/masks/msk_0010482.png,0
111,data_samples/samples_synthetic/images/img_0007999.png,data_samples/samples_synthetic/points/pts_0007999.csv,data_samples/samples_synthetic/masks/msk_0007999.png,0
112,data_samples/samples_synthetic/images/img_0017596.png,data_samples/samples_synthetic/points/pts_0017596.csv,data_samples/samples_synthetic/masks/msk_0017596.png,0
113,data_samples/samples_synthetic/images/img_0016370.png,data_samples/samples_synthetic/points/pts_0016370.csv,data_samples/samples_synthetic/masks/msk_0016370.png,0
114,data_samples/samples_synthetic/images/img_0018603.png,data_samples/samples_synthetic/points/pts_0018603.csv,data_samples/samples_synthetic/masks/msk_0018603.png,0
115,data_samples/samples_synthetic/images/img_0008742.png,data_samples/samples_synthetic/points/pts_0008742.csv,data_samples/samples_synthetic/masks/msk_0008742.png,0
116,data_samples/samples_synthetic/images/img_0022901.png,data_samples/samples_synthetic/points/pts_0022901.csv,data_samples/samples_synthetic/masks/msk_0022901.png,0
117,data_samples/samples_synthetic/images/img_0003278.png,data_samples/samples_synthetic/points/pts_0003278.csv,data_samples/samples_synthetic/masks/msk_0003278.png,0
118,data_samples/samples_synthetic/images/img_0007888.png,data_samples/samples_synthetic/points/pts_0007888.csv,data_samples/samples_synthetic/masks/msk_0007888.png,0
119,data_samples/samples_synthetic/images/img_0015703.png,data_samples/samples_synthetic/points/pts_0015703.csv,data_samples/samples_synthetic/masks/msk_0015703.png,0
120,data_samples/samples_synthetic/images/img_0019610.png,data_samples/samples_synthetic/points/pts_0019610.csv,data_samples/samples_synthetic/masks/msk_0019610.png,0
121,data_samples/samples_synthetic/images/img_0000454.png,data_samples/samples_synthetic/points/pts_0000454.csv,data_samples/samples_synthetic/masks/msk_0000454.png,0
122,data_samples/samples_synthetic/images/img_0020987.png,data_samples/samples_synthetic/points/pts_0020987.csv,data_samples/samples_synthetic/masks/msk_0020987.png,0
123,data_samples/samples_synthetic/images/img_0021446.png,data_samples/samples_synthetic/points/pts_0021446.csv,data_samples/samples_synthetic/masks/msk_0021446.png,0
124,data_samples/samples_synthetic/images/img_0013508.png,data_samples/samples_synthetic/points/pts_0013508.csv,data_samples/samples_synthetic/masks/msk_0013508.png,0
125,data_samples/samples_synthetic/images/img_0018126.png,data_samples/samples_synthetic/points/pts_0018126.csv,data_samples/samples_synthetic/masks/msk_0018126.png,0
126,data_samples/samples_synthetic/images/img_0023906.png,data_samples/samples_synthetic/points/pts_0023906.csv,data_samples/samples_synthetic/masks/msk_0023906.png,0
127,data_samples/samples_synthetic/images/img_0002695.png,data_samples/samples_synthetic/points/pts_0002695.csv,data_samples/samples_synthetic/masks/msk_0002695.png,0
128,data_samples/samples_synthetic/images/img_0024319.png,data_samples/samples_synthetic/points/pts_0024319.csv,data_samples/samples_synthetic/masks/msk_0024319.png,0
129,data_samples/samples_synthetic/images/img_0012612.png,data_samples/samples_synthetic/points/pts_0012612.csv,data_samples/samples_synthetic/masks/msk_0012612.png,0
130,data_samples/samples_synthetic/images/img_0020575.png,data_samples/samples_synthetic/points/pts_0020575.csv,data_samples/samples_synthetic/masks/msk_0020575.png,0
131,data_samples/samples_synthetic/images/img_0008952.png,data_samples/samples_synthetic/points/pts_0008952.csv,data_samples/samples_synthetic/masks/msk_0008952.png,0
132,data_samples/samples_synthetic/images/img_0002321.png,data_samples/samples_synthetic/points/pts_0002321.csv,data_samples/samples_synthetic/masks/msk_0002321.png,0
133,data_samples/samples_synthetic/images/img_0027225.png,data_samples/samples_synthetic/points/pts_0027225.csv,data_samples/samples_synthetic/masks/msk_0027225.png,0
134,data_samples/samples_synthetic/images/img_0001640.png,data_samples/samples_synthetic/points/pts_0001640.csv,data_samples/samples_synthetic/masks/msk_0001640.png,0
135,data_samples/samples_synthetic/images/img_0009849.png,data_samples/samples_synthetic/points/pts_0009849.csv,data_samples/samples_synthetic/masks/msk_0009849.png,0
136,data_samples/samples_synthetic/images/img_0015496.png,data_samples/samples_synthetic/points/pts_0015496.csv,data_samples/samples_synthetic/masks/msk_0015496.png,0
137,data_samples/samples_synthetic/images/img_0011644.png,data_samples/samples_synthetic/points/pts_0011644.csv,data_samples/samples_synthetic/masks/msk_0011644.png,0
138,data_samples/samples_synthetic/images/img_0024520.png,data_samples/samples_synthetic/points/pts_0024520.csv,data_samples/samples_synthetic/masks/msk_0024520.png,0
139,data_samples/samples_synthetic/images/img_0015978.png,data_samples/samples_synthetic/points/pts_0015978.csv,data_samples/samples_synthetic/masks/msk_0015978.png,0
140,data_samples/samples_synthetic/images/img_0005613.png,data_samples/samples_synthetic/points/pts_0005613.csv,data_samples/samples_synthetic/masks/msk_0005613.png,0
141,data_samples/samples_synthetic/images/img_0007075.png,data_samples/samples_synthetic/points/pts_0007075.csv,data_samples/samples_synthetic/masks/msk_0007075.png,0
142,data_samples/samples_synthetic/images/img_0024971.png,data_samples/samples_synthetic/points/pts_0024971.csv,data_samples/samples_synthetic/masks/msk_0024971.png,0
143,data_samples/samples_synthetic/images/img_0024784.png,data_samples/samples_synthetic/points/pts_0024784.csv,data_samples/samples_synthetic/masks/msk_0024784.png,0
144,data_samples/samples_synthetic/images/img_0013379.png,data_samples/samples_synthetic/points/pts_0013379.csv,data_samples/samples_synthetic/masks/msk_0013379.png,0
145,data_samples/samples_synthetic/images/img_0013317.png,data_samples/samples_synthetic/points/pts_0013317.csv,data_samples/samples_synthetic/masks/msk_0013317.png,0
146,data_samples/samples_synthetic/images/img_0021019.png,data_samples/samples_synthetic/points/pts_0021019.csv,data_samples/samples_synthetic/masks/msk_0021019.png,0
147,data_samples/samples_synthetic/images/img_0010655.png,data_samples/samples_synthetic/points/pts_0010655.csv,data_samples/samples_synthetic/masks/msk_0010655.png,0
148,data_samples/samples_synthetic/images/img_0008644.png,data_samples/samples_synthetic/points/pts_0008644.csv,data_samples/samples_synthetic/masks/msk_0008644.png,0
149,data_samples/samples_synthetic/images/img_0017209.png,data_samples/samples_synthetic/points/pts_0017209.csv,data_samples/samples_synthetic/masks/msk_0017209.png,0
150,data_samples/samples_synthetic/images/img_0007678.png,data_samples/samples_synthetic/points/pts_0007678.csv,data_samples/samples_synthetic/masks/msk_0007678.png,0
151,data_samples/samples_synthetic/images/img_0019718.png,data_samples/samples_synthetic/points/pts_0019718.csv,data_samples/samples_synthetic/masks/msk_0019718.png,0
152,data_samples/samples_synthetic/images/img_0000006.png,data_samples/samples_synthetic/points/pts_0000006.csv,data_samples/samples_synthetic/masks/msk_0000006.png,0
153,data_samples/samples_synthetic/images/img_0008236.png,data_samples/samples_synthetic/points/pts_0008236.csv,data_samples/samples_synthetic/masks/msk_0008236.png,0
154,data_samples/samples_synthetic/images/img_0005073.png,data_samples/samples_synthetic/points/pts_0005073.csv,data_samples/samples_synthetic/masks/msk_0005073.png,0
155,data_samples/samples_synthetic/images/img_0021158.png,data_samples/samples_synthetic/points/pts_0021158.csv,data_samples/samples_synthetic/masks/msk_0021158.png,0
156,data_samples/samples_synthetic/images/img_0008283.png,data_samples/samples_synthetic/points/pts_0008283.csv,data_samples/samples_synthetic/masks/msk_0008283.png,0
157,data_samples/samples_synthetic/images/img_0020002.png,data_samples/samples_synthetic/points/pts_0020002.csv,data_samples/samples_synthetic/masks/msk_0020002.png,0
158,data_samples/samples_synthetic/images/img_0002580.png,data_samples/samples_synthetic/points/pts_0002580.csv,data_samples/samples_synthetic/masks/msk_0002580.png,0
159,data_samples/samples_synthetic/images/img_0016099.png,data_samples/samples_synthetic/points/pts_0016099.csv,data_samples/samples_synthetic/masks/msk_0016099.png,0
160,data_samples/samples_synthetic/images/img_0026597.png,data_samples/samples_synthetic/points/pts_0026597.csv,data_samples/samples_synthetic/masks/msk_0026597.png,0
161,data_samples/samples_synthetic/images/img_0022098.png,data_samples/samples_synthetic/points/pts_0022098.csv,data_samples/samples_synthetic/masks/msk_0022098.png,0
162,data_samples/samples_synthetic/images/img_0004665.png,data_samples/samples_synthetic/points/pts_0004665.csv,data_samples/samples_synthetic/masks/msk_0004665.png,0
163,data_samples/samples_synthetic/images/img_0020970.png,data_samples/samples_synthetic/points/pts_0020970.csv,data_samples/samples_synthetic/masks/msk_0020970.png,0
164,data_samples/samples_synthetic/images/img_0000564.png,data_samples/samples_synthetic/points/pts_0000564.csv,data_samples/samples_synthetic/masks/msk_0000564.png,0
165,data_samples/samples_synthetic/images/img_0011573.png,data_samples/samples_synthetic/points/pts_0011573.csv,data_samples/samples_synthetic/masks/msk_0011573.png,0
166,data_samples/samples_synthetic/images/img_0003827.png,data_samples/samples_synthetic/points/pts_0003827.csv,data_samples/samples_synthetic/masks/msk_0003827.png,0
167,data_samples/samples_synthetic/images/img_0014857.png,data_samples/samples_synthetic/points/pts_0014857.csv,data_samples/samples_synthetic/masks/msk_0014857.png,0
168,data_samples/samples_synthetic/images/img_0015505.png,data_samples/samples_synthetic/points/pts_0015505.csv,data_samples/samples_synthetic/masks/msk_0015505.png,0
169,data_samples/samples_synthetic/images/img_0007133.png,data_samples/samples_synthetic/points/pts_0007133.csv,data_samples/samples_synthetic/masks/msk_0007133.png,0
170,data_samples/samples_synthetic/images/img_0004207.png,data_samples/samples_synthetic/points/pts_0004207.csv,data_samples/samples_synthetic/masks/msk_0004207.png,0
171,data_samples/samples_synthetic/images/img_0019338.png,data_samples/samples_synthetic/points/pts_0019338.csv,data_samples/samples_synthetic/masks/msk_0019338.png,0
172,data_samples/samples_synthetic/images/img_0002763.png,data_samples/samples_synthetic/points/pts_0002763.csv,data_samples/samples_synthetic/masks/msk_0002763.png,0
173,data_samples/samples_synthetic/images/img_0008453.png,data_samples/samples_synthetic/points/pts_0008453.csv,data_samples/samples_synthetic/masks/msk_0008453.png,0
174,data_samples/samples_synthetic/images/img_0011627.png,data_samples/samples_synthetic/points/pts_0011627.csv,data_samples/samples_synthetic/masks/msk_0011627.png,0
175,data_samples/samples_synthetic/images/img_0002914.png,data_samples/samples_synthetic/points/pts_0002914.csv,data_samples/samples_synthetic/masks/msk_0002914.png,0
176,data_samples/samples_synthetic/images/img_0022434.png,data_samples/samples_synthetic/points/pts_0022434.csv,data_samples/samples_synthetic/masks/msk_0022434.png,0
177,data_samples/samples_synthetic/images/img_0002682.png,data_samples/samples_synthetic/points/pts_0002682.csv,data_samples/samples_synthetic/masks/msk_0002682.png,0
178,data_samples/samples_synthetic/images/img_0014388.png,data_samples/samples_synthetic/points/pts_0014388.csv,data_samples/samples_synthetic/masks/msk_0014388.png,0
179,data_samples/samples_synthetic/images/img_0005924.png,data_samples/samples_synthetic/points/pts_0005924.csv,data_samples/samples_synthetic/masks/msk_0005924.png,0
180,data_samples/samples_synthetic/images/img_0020952.png,data_samples/samples_synthetic/points/pts_0020952.csv,data_samples/samples_synthetic/masks/msk_0020952.png,0
