,img,mask,subsetid
111,data_samples/portrait_segmentation_samples_real/images/000111.jpg,data_samples/portrait_segmentation_samples_real/masks/000111_mask.jpg,0
112,data_samples/portrait_segmentation_samples_real/images/000112.jpg,data_samples/portrait_segmentation_samples_real/masks/000112_mask.jpg,0
113,data_samples/portrait_segmentation_samples_real/images/000113.jpg,data_samples/portrait_segmentation_samples_real/masks/000113_mask.jpg,0
114,data_samples/portrait_segmentation_samples_real/images/000114.jpg,data_samples/portrait_segmentation_samples_real/masks/000114_mask.jpg,0
115,data_samples/portrait_segmentation_samples_real/images/000115.jpg,data_samples/portrait_segmentation_samples_real/masks/000115_mask.jpg,0
116,data_samples/portrait_segmentation_samples_real/images/000116.jpg,data_samples/portrait_segmentation_samples_real/masks/000116_mask.jpg,0
117,data_samples/portrait_segmentation_samples_real/images/000117.jpg,data_samples/portrait_segmentation_samples_real/masks/000117_mask.jpg,0
118,data_samples/portrait_segmentation_samples_real/images/000118.jpg,data_samples/portrait_segmentation_samples_real/masks/000118_mask.jpg,0
119,data_samples/portrait_segmentation_samples_real/images/000119.jpg,data_samples/portrait_segmentation_samples_real/masks/000119_mask.jpg,0
120,data_samples/portrait_segmentation_samples_real/images/000120.jpg,data_samples/portrait_segmentation_samples_real/masks/000120_mask.jpg,0
121,data_samples/portrait_segmentation_samples_real/images/000121.jpg,data_samples/portrait_segmentation_samples_real/masks/000121_mask.jpg,0
122,data_samples/portrait_segmentation_samples_real/images/000122.jpg,data_samples/portrait_segmentation_samples_real/masks/000122_mask.jpg,0
123,data_samples/portrait_segmentation_samples_real/images/000123.jpg,data_samples/portrait_segmentation_samples_real/masks/000123_mask.jpg,0
124,data_samples/portrait_segmentation_samples_real/images/000124.jpg,data_samples/portrait_segmentation_samples_real/masks/000124_mask.jpg,0
125,data_samples/portrait_segmentation_samples_real/images/000125.jpg,data_samples/portrait_segmentation_samples_real/masks/000125_mask.jpg,0
126,data_samples/portrait_segmentation_samples_real/images/000126.jpg,data_samples/portrait_segmentation_samples_real/masks/000126_mask.jpg,0
127,data_samples/portrait_segmentation_samples_real/images/000127.jpg,data_samples/portrait_segmentation_samples_real/masks/000127_mask.jpg,0
128,data_samples/portrait_segmentation_samples_real/images/000128.jpg,data_samples/portrait_segmentation_samples_real/masks/000128_mask.jpg,0
129,data_samples/portrait_segmentation_samples_real/images/000129.jpg,data_samples/portrait_segmentation_samples_real/masks/000129_mask.jpg,0
130,data_samples/portrait_segmentation_samples_real/images/000130.jpg,data_samples/portrait_segmentation_samples_real/masks/000130_mask.jpg,0
131,data_samples/portrait_segmentation_samples_real/images/000131.jpg,data_samples/portrait_segmentation_samples_real/masks/000131_mask.jpg,0
132,data_samples/portrait_segmentation_samples_real/images/000132.jpg,data_samples/portrait_segmentation_samples_real/masks/000132_mask.jpg,0
133,data_samples/portrait_segmentation_samples_real/images/000133.jpg,data_samples/portrait_segmentation_samples_real/masks/000133_mask.jpg,0
134,data_samples/portrait_segmentation_samples_real/images/000134.jpg,data_samples/portrait_segmentation_samples_real/masks/000134_mask.jpg,0
135,data_samples/portrait_segmentation_samples_real/images/000135.jpg,data_samples/portrait_segmentation_samples_real/masks/000135_mask.jpg,0
136,data_samples/portrait_segmentation_samples_real/images/000136.jpg,data_samples/portrait_segmentation_samples_real/masks/000136_mask.jpg,0
137,data_samples/portrait_segmentation_samples_real/images/000137.jpg,data_samples/portrait_segmentation_samples_real/masks/000137_mask.jpg,0
138,data_samples/portrait_segmentation_samples_real/images/000138.jpg,data_samples/portrait_segmentation_samples_real/masks/000138_mask.jpg,0
139,data_samples/portrait_segmentation_samples_real/images/000139.jpg,data_samples/portrait_segmentation_samples_real/masks/000139_mask.jpg,0
140,data_samples/portrait_segmentation_samples_real/images/000140.jpg,data_samples/portrait_segmentation_samples_real/masks/000140_mask.jpg,0
141,data_samples/portrait_segmentation_samples_real/images/000141.jpg,data_samples/portrait_segmentation_samples_real/masks/000141_mask.jpg,0
142,data_samples/portrait_segmentation_samples_real/images/000142.jpg,data_samples/portrait_segmentation_samples_real/masks/000142_mask.jpg,0
143,data_samples/portrait_segmentation_samples_real/images/000143.jpg,data_samples/portrait_segmentation_samples_real/masks/000143_mask.jpg,0
144,data_samples/portrait_segmentation_samples_real/images/000144.jpg,data_samples/portrait_segmentation_samples_real/masks/000144_mask.jpg,0
145,data_samples/portrait_segmentation_samples_real/images/000145.jpg,data_samples/portrait_segmentation_samples_real/masks/000145_mask.jpg,0
146,data_samples/portrait_segmentation_samples_real/images/000146.jpg,data_samples/portrait_segmentation_samples_real/masks/000146_mask.jpg,0
147,data_samples/portrait_segmentation_samples_real/images/000147.jpg,data_samples/portrait_segmentation_samples_real/masks/000147_mask.jpg,0
148,data_samples/portrait_segmentation_samples_real/images/000148.jpg,data_samples/portrait_segmentation_samples_real/masks/000148_mask.jpg,0
149,data_samples/portrait_segmentation_samples_real/images/000149.jpg,data_samples/portrait_segmentation_samples_real/masks/000149_mask.jpg,0
150,data_samples/portrait_segmentation_samples_real/images/000150.jpg,data_samples/portrait_segmentation_samples_real/masks/000150_mask.jpg,0
151,data_samples/portrait_segmentation_samples_real/images/000151.jpg,data_samples/portrait_segmentation_samples_real/masks/000151_mask.jpg,0
152,data_samples/portrait_segmentation_samples_real/images/000152.jpg,data_samples/portrait_segmentation_samples_real/masks/000152_mask.jpg,0
153,data_samples/portrait_segmentation_samples_real/images/000153.jpg,data_samples/portrait_segmentation_samples_real/masks/000153_mask.jpg,0
154,data_samples/portrait_segmentation_samples_real/images/000154.jpg,data_samples/portrait_segmentation_samples_real/masks/000154_mask.jpg,0
155,data_samples/portrait_segmentation_samples_real/images/000155.jpg,data_samples/portrait_segmentation_samples_real/masks/000155_mask.jpg,0
156,data_samples/portrait_segmentation_samples_real/images/000156.jpg,data_samples/portrait_segmentation_samples_real/masks/000156_mask.jpg,0
157,data_samples/portrait_segmentation_samples_real/images/000157.jpg,data_samples/portrait_segmentation_samples_real/masks/000157_mask.jpg,0
158,data_samples/portrait_segmentation_samples_real/images/000158.jpg,data_samples/portrait_segmentation_samples_real/masks/000158_mask.jpg,0
159,data_samples/portrait_segmentation_samples_real/images/000159.jpg,data_samples/portrait_segmentation_samples_real/masks/000159_mask.jpg,0
160,data_samples/portrait_segmentation_samples_real/images/000160.jpg,data_samples/portrait_segmentation_samples_real/masks/000160_mask.jpg,0
161,data_samples/portrait_segmentation_samples_real/images/000161.jpg,data_samples/portrait_segmentation_samples_real/masks/000161_mask.jpg,0
162,data_samples/portrait_segmentation_samples_real/images/000162.jpg,data_samples/portrait_segmentation_samples_real/masks/000162_mask.jpg,0
163,data_samples/portrait_segmentation_samples_real/images/000163.jpg,data_samples/portrait_segmentation_samples_real/masks/000163_mask.jpg,0
164,data_samples/portrait_segmentation_samples_real/images/000164.jpg,data_samples/portrait_segmentation_samples_real/masks/000164_mask.jpg,0
165,data_samples/portrait_segmentation_samples_real/images/000165.jpg,data_samples/portrait_segmentation_samples_real/masks/000165_mask.jpg,0
166,data_samples/portrait_segmentation_samples_real/images/000166.jpg,data_samples/portrait_segmentation_samples_real/masks/000166_mask.jpg,0
167,data_samples/portrait_segmentation_samples_real/images/000167.jpg,data_samples/portrait_segmentation_samples_real/masks/000167_mask.jpg,0
168,data_samples/portrait_segmentation_samples_real/images/000168.jpg,data_samples/portrait_segmentation_samples_real/masks/000168_mask.jpg,0
169,data_samples/portrait_segmentation_samples_real/images/000169.jpg,data_samples/portrait_segmentation_samples_real/masks/000169_mask.jpg,0
170,data_samples/portrait_segmentation_samples_real/images/000170.jpg,data_samples/portrait_segmentation_samples_real/masks/000170_mask.jpg,0
171,data_samples/portrait_segmentation_samples_real/images/000171.jpg,data_samples/portrait_segmentation_samples_real/masks/000171_mask.jpg,0
172,data_samples/portrait_segmentation_samples_real/images/000172.jpg,data_samples/portrait_segmentation_samples_real/masks/000172_mask.jpg,0
173,data_samples/portrait_segmentation_samples_real/images/000173.jpg,data_samples/portrait_segmentation_samples_real/masks/000173_mask.jpg,0
174,data_samples/portrait_segmentation_samples_real/images/000174.jpg,data_samples/portrait_segmentation_samples_real/masks/000174_mask.jpg,0
175,data_samples/portrait_segmentation_samples_real/images/000175.jpg,data_samples/portrait_segmentation_samples_real/masks/000175_mask.jpg,0
176,data_samples/portrait_segmentation_samples_real/images/000176.jpg,data_samples/portrait_segmentation_samples_real/masks/000176_mask.jpg,0
177,data_samples/portrait_segmentation_samples_real/images/000177.jpg,data_samples/portrait_segmentation_samples_real/masks/000177_mask.jpg,0
178,data_samples/portrait_segmentation_samples_real/images/000178.jpg,data_samples/portrait_segmentation_samples_real/masks/000178_mask.jpg,0
179,data_samples/portrait_segmentation_samples_real/images/000179.jpg,data_samples/portrait_segmentation_samples_real/masks/000179_mask.jpg,0
180,data_samples/portrait_segmentation_samples_real/images/000180.jpg,data_samples/portrait_segmentation_samples_real/masks/000180_mask.jpg,0
181,data_samples/portrait_segmentation_samples_real/images/000181.jpg,data_samples/portrait_segmentation_samples_real/masks/000181_mask.jpg,0
182,data_samples/portrait_segmentation_samples_real/images/000182.jpg,data_samples/portrait_segmentation_samples_real/masks/000182_mask.jpg,0
183,data_samples/portrait_segmentation_samples_real/images/000183.jpg,data_samples/portrait_segmentation_samples_real/masks/000183_mask.jpg,0
184,data_samples/portrait_segmentation_samples_real/images/000184.jpg,data_samples/portrait_segmentation_samples_real/masks/000184_mask.jpg,0
185,data_samples/portrait_segmentation_samples_real/images/000185.jpg,data_samples/portrait_segmentation_samples_real/masks/000185_mask.jpg,0
186,data_samples/portrait_segmentation_samples_real/images/000186.jpg,data_samples/portrait_segmentation_samples_real/masks/000186_mask.jpg,0
187,data_samples/portrait_segmentation_samples_real/images/000187.jpg,data_samples/portrait_segmentation_samples_real/masks/000187_mask.jpg,0
188,data_samples/portrait_segmentation_samples_real/images/000188.jpg,data_samples/portrait_segmentation_samples_real/masks/000188_mask.jpg,0
189,data_samples/portrait_segmentation_samples_real/images/000189.jpg,data_samples/portrait_segmentation_samples_real/masks/000189_mask.jpg,0
190,data_samples/portrait_segmentation_samples_real/images/000190.jpg,data_samples/portrait_segmentation_samples_real/masks/000190_mask.jpg,0
191,data_samples/portrait_segmentation_samples_real/images/000191.jpg,data_samples/portrait_segmentation_samples_real/masks/000191_mask.jpg,0
192,data_samples/portrait_segmentation_samples_real/images/000192.jpg,data_samples/portrait_segmentation_samples_real/masks/000192_mask.jpg,0
193,data_samples/portrait_segmentation_samples_real/images/000193.jpg,data_samples/portrait_segmentation_samples_real/masks/000193_mask.jpg,0
194,data_samples/portrait_segmentation_samples_real/images/000194.jpg,data_samples/portrait_segmentation_samples_real/masks/000194_mask.jpg,0
195,data_samples/portrait_segmentation_samples_real/images/000195.jpg,data_samples/portrait_segmentation_samples_real/masks/000195_mask.jpg,0
196,data_samples/portrait_segmentation_samples_real/images/000196.jpg,data_samples/portrait_segmentation_samples_real/masks/000196_mask.jpg,0
197,data_samples/portrait_segmentation_samples_real/images/000197.jpg,data_samples/portrait_segmentation_samples_real/masks/000197_mask.jpg,0
198,data_samples/portrait_segmentation_samples_real/images/000198.jpg,data_samples/portrait_segmentation_samples_real/masks/000198_mask.jpg,0
199,data_samples/portrait_segmentation_samples_real/images/000199.jpg,data_samples/portrait_segmentation_samples_real/masks/000199_mask.jpg,0
200,data_samples/portrait_segmentation_samples_real/images/000200.jpg,data_samples/portrait_segmentation_samples_real/masks/000200_mask.jpg,0
201,data_samples/portrait_segmentation_samples_real/images/000201.jpg,data_samples/portrait_segmentation_samples_real/masks/000201_mask.jpg,0
202,data_samples/portrait_segmentation_samples_real/images/000202.jpg,data_samples/portrait_segmentation_samples_real/masks/000202_mask.jpg,0
203,data_samples/portrait_segmentation_samples_real/images/000203.jpg,data_samples/portrait_segmentation_samples_real/masks/000203_mask.jpg,0
204,data_samples/portrait_segmentation_samples_real/images/000204.jpg,data_samples/portrait_segmentation_samples_real/masks/000204_mask.jpg,0
205,data_samples/portrait_segmentation_samples_real/images/000205.jpg,data_samples/portrait_segmentation_samples_real/masks/000205_mask.jpg,0
206,data_samples/portrait_segmentation_samples_real/images/000206.jpg,data_samples/portrait_segmentation_samples_real/masks/000206_mask.jpg,0
207,data_samples/portrait_segmentation_samples_real/images/000207.jpg,data_samples/portrait_segmentation_samples_real/masks/000207_mask.jpg,0
208,data_samples/portrait_segmentation_samples_real/images/000208.jpg,data_samples/portrait_segmentation_samples_real/masks/000208_mask.jpg,0
209,data_samples/portrait_segmentation_samples_real/images/000209.jpg,data_samples/portrait_segmentation_samples_real/masks/000209_mask.jpg,0
210,data_samples/portrait_segmentation_samples_real/images/000210.jpg,data_samples/portrait_segmentation_samples_real/masks/000210_mask.jpg,0
211,data_samples/portrait_segmentation_samples_real/images/000211.jpg,data_samples/portrait_segmentation_samples_real/masks/000211_mask.jpg,0
212,data_samples/portrait_segmentation_samples_real/images/000212.jpg,data_samples/portrait_segmentation_samples_real/masks/000212_mask.jpg,0
213,data_samples/portrait_segmentation_samples_real/images/000213.jpg,data_samples/portrait_segmentation_samples_real/masks/000213_mask.jpg,0
214,data_samples/portrait_segmentation_samples_real/images/000214.jpg,data_samples/portrait_segmentation_samples_real/masks/000214_mask.jpg,0
215,data_samples/portrait_segmentation_samples_real/images/000215.jpg,data_samples/portrait_segmentation_samples_real/masks/000215_mask.jpg,0
216,data_samples/portrait_segmentation_samples_real/images/000216.jpg,data_samples/portrait_segmentation_samples_real/masks/000216_mask.jpg,0
217,data_samples/portrait_segmentation_samples_real/images/000217.jpg,data_samples/portrait_segmentation_samples_real/masks/000217_mask.jpg,0
